document_order,depth,node_type,node_id,node_title,source_path,level_1_type,level_1_id,level_1_title,level_2_type,level_2_id,level_2_title,level_3_type,level_3_id,level_3_title,level_4_type,level_4_id,level_4_title,level_5_type,level_5_id,level_5_title,level_6_type,level_6_id,level_6_title,level_7_type,level_7_id,level_7_title
65,5,subsection,bHL6Fr92,Set-Builder and Interval Notation,section-comparison-symbols-and-notation-for-intervals.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-comparison-symbols-and-notation-for-intervals,Comparison Symbols and Notation for Intervals,subsection,bHL6Fr92,Set-Builder and Interval Notation,,,,,,
66,6,introduction,CGYnLjvX,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-comparison-symbols-and-notation-for-intervals,Comparison Symbols and Notation for Intervals,subsection,bHL6Fr92,Set-Builder and Interval Notation,introduction,CGYnLjvX,Introduction,,,
67,6,introduction,8mo3ip6S,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-comparison-symbols-and-notation-for-intervals,Comparison Symbols and Notation for Intervals,subsection,bHL6Fr92,Set-Builder and Interval Notation,introduction,8mo3ip6S,Introduction,,,
68,5,exercises,fMyvg1nV,,section-comparison-symbols-and-notation-for-intervals.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-comparison-symbols-and-notation-for-intervals,Comparison Symbols and Notation for Intervals,exercises,fMyvg1nV,,,,,,,
69,6,introduction,1nZGX1ng,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-comparison-symbols-and-notation-for-intervals,Comparison Symbols and Notation for Intervals,exercises,fMyvg1nV,,introduction,1nZGX1ng,Introduction,,,
70,6,introduction,oVpZba6q,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-comparison-symbols-and-notation-for-intervals,Comparison Symbols and Notation for Intervals,exercises,fMyvg1nV,,introduction,oVpZba6q,Introduction,,,
71,6,introduction,IjTdH2XD,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-comparison-symbols-and-notation-for-intervals,Comparison Symbols and Notation for Intervals,exercises,fMyvg1nV,,introduction,IjTdH2XD,Introduction,,,
72,6,introduction,DqA0zXRG,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-comparison-symbols-and-notation-for-intervals,Comparison Symbols and Notation for Intervals,exercises,fMyvg1nV,,introduction,DqA0zXRG,Introduction,,,
73,6,introduction,QCbjXmha,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-comparison-symbols-and-notation-for-intervals,Comparison Symbols and Notation for Intervals,exercises,fMyvg1nV,,introduction,QCbjXmha,Introduction,,,
74,6,introduction,AwHhmbQr,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-comparison-symbols-and-notation-for-intervals,Comparison Symbols and Notation for Intervals,exercises,fMyvg1nV,,introduction,AwHhmbQr,Introduction,,,
75,6,introduction,elj955KU,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-comparison-symbols-and-notation-for-intervals,Comparison Symbols and Notation for Intervals,exercises,fMyvg1nV,,introduction,elj955KU,Introduction,,,
76,6,introduction,ooaS1TuW,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-comparison-symbols-and-notation-for-intervals,Comparison Symbols and Notation for Intervals,exercises,fMyvg1nV,,introduction,ooaS1TuW,Introduction,,,
77,6,introduction,uEWYQlWg,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-comparison-symbols-and-notation-for-intervals,Comparison Symbols and Notation for Intervals,exercises,fMyvg1nV,,introduction,uEWYQlWg,Introduction,,,
78,6,introduction,jmozscTD,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-comparison-symbols-and-notation-for-intervals,Comparison Symbols and Notation for Intervals,exercises,fMyvg1nV,,introduction,jmozscTD,Introduction,,,
79,4,section,section-equations-inequalities-and-solutions,"Equations, Inequalities, and Solutions",section-equations-inequalities-and-solutions.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-equations-inequalities-and-solutions,"Equations, Inequalities, and Solutions",,,,,,,,,
80,5,introduction,2sm3LOJu,Introduction,section-equations-inequalities-and-solutions.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-equations-inequalities-and-solutions,"Equations, Inequalities, and Solutions",introduction,2sm3LOJu,Introduction,,,,,,
81,5,subsection,tP8oBfB8,"Equations, Inequalities, and Solutions",section-equations-inequalities-and-solutions.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-equations-inequalities-and-solutions,"Equations, Inequalities, and Solutions",subsection,tP8oBfB8,"Equations, Inequalities, and Solutions",,,,,,
82,5,subsection,Rpz66Zyt,Checking Possible Solutions,section-equations-inequalities-and-solutions.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-equations-inequalities-and-solutions,"Equations, Inequalities, and Solutions",subsection,Rpz66Zyt,Checking Possible Solutions,,,,,,
83,5,subsection,GVhWlI5l,More Applications,section-equations-inequalities-and-solutions.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-equations-inequalities-and-solutions,"Equations, Inequalities, and Solutions",subsection,GVhWlI5l,More Applications,,,,,,
84,6,introduction,t7bjg6gN,Introduction,section-equations-inequalities-and-solutions.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-equations-inequalities-and-solutions,"Equations, Inequalities, and Solutions",subsection,GVhWlI5l,More Applications,introduction,t7bjg6gN,Introduction,,,
85,5,subsection,GwRnJQcX,Linear Equations,section-equations-inequalities-and-solutions.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-equations-inequalities-and-solutions,"Equations, Inequalities, and Solutions",subsection,GwRnJQcX,Linear Equations,,,,,,
86,5,exercises,dKkPoyEY,,section-equations-inequalities-and-solutions.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-equations-inequalities-and-solutions,"Equations, Inequalities, and Solutions",exercises,dKkPoyEY,,,,,,,
87,6,introduction,K0B07RSO,Introduction,section-equations-inequalities-and-solutions.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-equations-inequalities-and-solutions,"Equations, Inequalities, and Solutions",exercises,dKkPoyEY,,introduction,K0B07RSO,Introduction,,,
88,6,introduction,7pMLbGQ2,Introduction,section-equations-inequalities-and-solutions.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-equations-inequalities-and-solutions,"Equations, Inequalities, and Solutions",exercises,dKkPoyEY,,introduction,7pMLbGQ2,Introduction,,,
89,6,introduction,q99NjlFi,Introduction,section-equations-inequalities-and-solutions.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-equations-inequalities-and-solutions,"Equations, Inequalities, and Solutions",exercises,dKkPoyEY,,introduction,q99NjlFi,Introduction,,,
90,6,introduction,IENGDGZm,Introduction,section-equations-inequalities-and-solutions.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-equations-inequalities-and-solutions,"Equations, Inequalities, and Solutions",exercises,dKkPoyEY,,introduction,IENGDGZm,Introduction,,,
91,6,introduction,jMUeqhTr,Introduction,section-equations-inequalities-and-solutions.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-equations-inequalities-and-solutions,"Equations, Inequalities, and Solutions",exercises,dKkPoyEY,,introduction,jMUeqhTr,Introduction,,,
92,6,introduction,kRl3wj36,Introduction,section-equations-inequalities-and-solutions.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-equations-inequalities-and-solutions,"Equations, Inequalities, and Solutions",exercises,dKkPoyEY,,introduction,kRl3wj36,Introduction,,,
93,6,introduction,TQhgKqTQ,Introduction,section-equations-inequalities-and-solutions.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-equations-inequalities-and-solutions,"Equations, Inequalities, and Solutions",exercises,dKkPoyEY,,introduction,TQhgKqTQ,Introduction,,,
94,4,section,section-solving-one-step-equations,Solving One-Step Equations,section-solving-one-step-equations.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-solving-one-step-equations,Solving One-Step Equations,,,,,,,,,
95,5,introduction,earYp9tF,Introduction,section-solving-one-step-equations.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-solving-one-step-equations,Solving One-Step Equations,introduction,earYp9tF,Introduction,,,,,,
96,5,subsection,298zwxIw,Imagine Filling in the Blanks,section-solving-one-step-equations.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-solving-one-step-equations,Solving One-Step Equations,subsection,298zwxIw,Imagine Filling in the Blanks,,,,,,
97,5,subsection,subsection-balancing,The Basic Principle of Algebra,section-solving-one-step-equations.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-solving-one-step-equations,Solving One-Step Equations,subsection,subsection-balancing,The Basic Principle of Algebra,,,,,,
98,5,subsection,YatvwOgA,Solving One-Step Equations and Stating Solution Sets,section-solving-one-step-equations.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-solving-one-step-equations,Solving One-Step Equations,subsection,YatvwOgA,Solving One-Step Equations and Stating Solution Sets,,,,,,
99,5,subsection,kTZTDecs,Equations with Fractions,section-solving-one-step-equations.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-solving-one-step-equations,Solving One-Step Equations,subsection,kTZTDecs,Equations with Fractions,,,,,,
100,5,exercises,5G3wIv3t,,section-solving-one-step-equations.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-solving-one-step-equations,Solving One-Step Equations,exercises,5G3wIv3t,,,,,,,
101,6,introduction,Jg4tePg1,Introduction,section-solving-one-step-equations.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-solving-one-step-equations,Solving One-Step Equations,exercises,5G3wIv3t,,introduction,Jg4tePg1,Introduction,,,
102,6,introduction,Ie4cfwju,Introduction,section-solving-one-step-equations.ptx,book,orcca,Open Resources for Community College Algebra,part,part-linear-equations-and-lines,Linear Equations and Lines,chapter,chapter-variables-expressions-equations-and-inequalities,"Variables, Expressions, Equations, and Inequalities",section,section-solving-one-step-equations,Solving One-Step Equations,exercises,5G3wIv3t,,introduction,Ie4cfwju,Introduction,,,
