document_order,depth,node_type,node_id,original_id,node_title,source_path,level_1_type,level_1_id,level_1_title,level_2_type,level_2_id,level_2_title,level_3_type,level_3_id,level_3_title,level_4_type,level_4_id,level_4_title,level_5_type,level_5_id,level_5_title,level_6_type,level_6_id,level_6_title,level_7_type,level_7_id,level_7_title
59,6,introduction,ORCCAhyGRtkdJ66,,Introduction,section-combining-like-terms.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAXLqNAYJcXe,Combining Like Terms,exercises,ORCCAipIeU9Jh5B,,introduction,ORCCAhyGRtkdJ66,Introduction,,,
60,6,introduction,ORCCAEKkQaeOmHh,,Introduction,section-combining-like-terms.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAXLqNAYJcXe,Combining Like Terms,exercises,ORCCAipIeU9Jh5B,,introduction,ORCCAEKkQaeOmHh,Introduction,,,
61,4,section,ORCCA7uVdYovVZ8,section-comparison-symbols-and-notation-for-intervals,Comparison Symbols and Notation for Intervals,section-comparison-symbols-and-notation-for-intervals.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCA7uVdYovVZ8,Comparison Symbols and Notation for Intervals,,,,,,,,,
62,5,introduction,ORCCAKLxkcrpJdT,,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCA7uVdYovVZ8,Comparison Symbols and Notation for Intervals,introduction,ORCCAKLxkcrpJdT,Introduction,,,,,,
63,5,subsection,ORCCAjKOGHiYYTQ,,Comparison Symbols,section-comparison-symbols-and-notation-for-intervals.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCA7uVdYovVZ8,Comparison Symbols and Notation for Intervals,subsection,ORCCAjKOGHiYYTQ,Comparison Symbols,,,,,,
64,6,introduction,ORCCAo86ZFESwHY,,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCA7uVdYovVZ8,Comparison Symbols and Notation for Intervals,subsection,ORCCAjKOGHiYYTQ,Comparison Symbols,introduction,ORCCAo86ZFESwHY,Introduction,,,
65,5,subsection,ORCCA5XnFp5HXII,,Set-Builder and Interval Notation,section-comparison-symbols-and-notation-for-intervals.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCA7uVdYovVZ8,Comparison Symbols and Notation for Intervals,subsection,ORCCA5XnFp5HXII,Set-Builder and Interval Notation,,,,,,
66,6,introduction,ORCCAYIJknMhek8,,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCA7uVdYovVZ8,Comparison Symbols and Notation for Intervals,subsection,ORCCA5XnFp5HXII,Set-Builder and Interval Notation,introduction,ORCCAYIJknMhek8,Introduction,,,
67,6,introduction,ORCCAAl5CyKOHFJ,,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCA7uVdYovVZ8,Comparison Symbols and Notation for Intervals,subsection,ORCCA5XnFp5HXII,Set-Builder and Interval Notation,introduction,ORCCAAl5CyKOHFJ,Introduction,,,
68,5,exercises,ORCCAv8r1KLq9tP,,,section-comparison-symbols-and-notation-for-intervals.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCA7uVdYovVZ8,Comparison Symbols and Notation for Intervals,exercises,ORCCAv8r1KLq9tP,,,,,,,
69,6,introduction,ORCCAHEegFXQjcE,,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCA7uVdYovVZ8,Comparison Symbols and Notation for Intervals,exercises,ORCCAv8r1KLq9tP,,introduction,ORCCAHEegFXQjcE,Introduction,,,
70,6,introduction,ORCCAN9Af4py3Mm,,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCA7uVdYovVZ8,Comparison Symbols and Notation for Intervals,exercises,ORCCAv8r1KLq9tP,,introduction,ORCCAN9Af4py3Mm,Introduction,,,
71,6,introduction,ORCCAjFgOt3qKVT,,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCA7uVdYovVZ8,Comparison Symbols and Notation for Intervals,exercises,ORCCAv8r1KLq9tP,,introduction,ORCCAjFgOt3qKVT,Introduction,,,
72,6,introduction,ORCCAhNNoneWUQH,,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCA7uVdYovVZ8,Comparison Symbols and Notation for Intervals,exercises,ORCCAv8r1KLq9tP,,introduction,ORCCAhNNoneWUQH,Introduction,,,
73,6,introduction,ORCCA6c18bvoF3A,,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCA7uVdYovVZ8,Comparison Symbols and Notation for Intervals,exercises,ORCCAv8r1KLq9tP,,introduction,ORCCA6c18bvoF3A,Introduction,,,
74,6,introduction,ORCCAegdAjYCzlE,,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCA7uVdYovVZ8,Comparison Symbols and Notation for Intervals,exercises,ORCCAv8r1KLq9tP,,introduction,ORCCAegdAjYCzlE,Introduction,,,
75,6,introduction,ORCCAhkqcWfw0Gc,,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCA7uVdYovVZ8,Comparison Symbols and Notation for Intervals,exercises,ORCCAv8r1KLq9tP,,introduction,ORCCAhkqcWfw0Gc,Introduction,,,
76,6,introduction,ORCCA6N3ZC0zqud,,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCA7uVdYovVZ8,Comparison Symbols and Notation for Intervals,exercises,ORCCAv8r1KLq9tP,,introduction,ORCCA6N3ZC0zqud,Introduction,,,
77,6,introduction,ORCCALNVSD6U6ob,,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCA7uVdYovVZ8,Comparison Symbols and Notation for Intervals,exercises,ORCCAv8r1KLq9tP,,introduction,ORCCALNVSD6U6ob,Introduction,,,
78,6,introduction,ORCCAIYSuGTJmpn,,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCA7uVdYovVZ8,Comparison Symbols and Notation for Intervals,exercises,ORCCAv8r1KLq9tP,,introduction,ORCCAIYSuGTJmpn,Introduction,,,
79,4,section,ORCCAwyxpzFZdDd,section-equations-inequalities-and-solutions,"Equations, Inequalities, and Solutions",section-equations-inequalities-and-solutions.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAwyxpzFZdDd,"Equations, Inequalities, and Solutions",,,,,,,,,
80,5,introduction,ORCCAGRggqU119l,,Introduction,section-equations-inequalities-and-solutions.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAwyxpzFZdDd,"Equations, Inequalities, and Solutions",introduction,ORCCAGRggqU119l,Introduction,,,,,,
81,5,subsection,ORCCACwLK5ukqJ8,,"Equations, Inequalities, and Solutions",section-equations-inequalities-and-solutions.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAwyxpzFZdDd,"Equations, Inequalities, and Solutions",subsection,ORCCACwLK5ukqJ8,"Equations, Inequalities, and Solutions",,,,,,
82,5,subsection,ORCCAOpGrLM7QfK,,Checking Possible Solutions,section-equations-inequalities-and-solutions.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAwyxpzFZdDd,"Equations, Inequalities, and Solutions",subsection,ORCCAOpGrLM7QfK,Checking Possible Solutions,,,,,,
83,5,subsection,ORCCAiW6lvaUo4R,,More Applications,section-equations-inequalities-and-solutions.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAwyxpzFZdDd,"Equations, Inequalities, and Solutions",subsection,ORCCAiW6lvaUo4R,More Applications,,,,,,
84,6,introduction,ORCCAoBDKK55yUX,,Introduction,section-equations-inequalities-and-solutions.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAwyxpzFZdDd,"Equations, Inequalities, and Solutions",subsection,ORCCAiW6lvaUo4R,More Applications,introduction,ORCCAoBDKK55yUX,Introduction,,,
85,5,subsection,ORCCAycfCixTZVV,,Linear Equations,section-equations-inequalities-and-solutions.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAwyxpzFZdDd,"Equations, Inequalities, and Solutions",subsection,ORCCAycfCixTZVV,Linear Equations,,,,,,
86,5,exercises,ORCCAYyQLDzber5,,,section-equations-inequalities-and-solutions.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAwyxpzFZdDd,"Equations, Inequalities, and Solutions",exercises,ORCCAYyQLDzber5,,,,,,,
87,6,introduction,ORCCA1Tvwb4G5l8,,Introduction,section-equations-inequalities-and-solutions.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAwyxpzFZdDd,"Equations, Inequalities, and Solutions",exercises,ORCCAYyQLDzber5,,introduction,ORCCA1Tvwb4G5l8,Introduction,,,
88,6,introduction,ORCCA8p5vf8CAQk,,Introduction,section-equations-inequalities-and-solutions.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAwyxpzFZdDd,"Equations, Inequalities, and Solutions",exercises,ORCCAYyQLDzber5,,introduction,ORCCA8p5vf8CAQk,Introduction,,,
89,6,introduction,ORCCAJCxZCFsRdD,,Introduction,section-equations-inequalities-and-solutions.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAwyxpzFZdDd,"Equations, Inequalities, and Solutions",exercises,ORCCAYyQLDzber5,,introduction,ORCCAJCxZCFsRdD,Introduction,,,
90,6,introduction,ORCCAuOk4MjLXQw,,Introduction,section-equations-inequalities-and-solutions.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAwyxpzFZdDd,"Equations, Inequalities, and Solutions",exercises,ORCCAYyQLDzber5,,introduction,ORCCAuOk4MjLXQw,Introduction,,,
91,6,introduction,ORCCAATAh8aHJLz,,Introduction,section-equations-inequalities-and-solutions.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAwyxpzFZdDd,"Equations, Inequalities, and Solutions",exercises,ORCCAYyQLDzber5,,introduction,ORCCAATAh8aHJLz,Introduction,,,
92,6,introduction,ORCCAdhMGhGhRMV,,Introduction,section-equations-inequalities-and-solutions.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAwyxpzFZdDd,"Equations, Inequalities, and Solutions",exercises,ORCCAYyQLDzber5,,introduction,ORCCAdhMGhGhRMV,Introduction,,,
93,6,introduction,ORCCAGDIIo5OzOx,,Introduction,section-equations-inequalities-and-solutions.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAwyxpzFZdDd,"Equations, Inequalities, and Solutions",exercises,ORCCAYyQLDzber5,,introduction,ORCCAGDIIo5OzOx,Introduction,,,
94,4,section,ORCCApIqQ7k4jFT,section-solving-one-step-equations,Solving One-Step Equations,section-solving-one-step-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCApIqQ7k4jFT,Solving One-Step Equations,,,,,,,,,
95,5,introduction,ORCCAhpfXpjT26t,,Introduction,section-solving-one-step-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCApIqQ7k4jFT,Solving One-Step Equations,introduction,ORCCAhpfXpjT26t,Introduction,,,,,,
96,5,subsection,ORCCAFbDAEzjwNH,,Imagine Filling in the Blanks,section-solving-one-step-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCApIqQ7k4jFT,Solving One-Step Equations,subsection,ORCCAFbDAEzjwNH,Imagine Filling in the Blanks,,,,,,
97,5,subsection,ORCCAEG05lCB1xp,subsection-balancing,The Basic Principle of Algebra,section-solving-one-step-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCApIqQ7k4jFT,Solving One-Step Equations,subsection,ORCCAEG05lCB1xp,The Basic Principle of Algebra,,,,,,
98,5,subsection,ORCCAD6oTgtLyvN,,Solving One-Step Equations and Stating Solution Sets,section-solving-one-step-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCApIqQ7k4jFT,Solving One-Step Equations,subsection,ORCCAD6oTgtLyvN,Solving One-Step Equations and Stating Solution Sets,,,,,,
99,5,subsection,ORCCAwyFhVyMv4T,,Equations with Fractions,section-solving-one-step-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCApIqQ7k4jFT,Solving One-Step Equations,subsection,ORCCAwyFhVyMv4T,Equations with Fractions,,,,,,
100,5,exercises,ORCCAcsxjciKZrS,,,section-solving-one-step-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCApIqQ7k4jFT,Solving One-Step Equations,exercises,ORCCAcsxjciKZrS,,,,,,,
101,6,introduction,ORCCAs5UAnYXMdy,,Introduction,section-solving-one-step-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCApIqQ7k4jFT,Solving One-Step Equations,exercises,ORCCAcsxjciKZrS,,introduction,ORCCAs5UAnYXMdy,Introduction,,,
102,6,introduction,ORCCAeho5tf2Yd1,,Introduction,section-solving-one-step-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCApIqQ7k4jFT,Solving One-Step Equations,exercises,ORCCAcsxjciKZrS,,introduction,ORCCAeho5tf2Yd1,Introduction,,,
103,6,introduction,ORCCAKIS1h1LNi3,,Introduction,section-solving-one-step-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCApIqQ7k4jFT,Solving One-Step Equations,exercises,ORCCAcsxjciKZrS,,introduction,ORCCAKIS1h1LNi3,Introduction,,,
104,6,introduction,ORCCAvrF7i2thdd,,Introduction,section-solving-one-step-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCApIqQ7k4jFT,Solving One-Step Equations,exercises,ORCCAcsxjciKZrS,,introduction,ORCCAvrF7i2thdd,Introduction,,,
105,6,introduction,ORCCANcajARUm2K,,Introduction,section-solving-one-step-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCApIqQ7k4jFT,Solving One-Step Equations,exercises,ORCCAcsxjciKZrS,,introduction,ORCCANcajARUm2K,Introduction,,,
106,6,introduction,ORCCAJ3h6Dq2Zpm,,Introduction,section-solving-one-step-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCApIqQ7k4jFT,Solving One-Step Equations,exercises,ORCCAcsxjciKZrS,,introduction,ORCCAJ3h6Dq2Zpm,Introduction,,,
107,6,introduction,ORCCAbUiysdw6vo,,Introduction,section-solving-one-step-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCApIqQ7k4jFT,Solving One-Step Equations,exercises,ORCCAcsxjciKZrS,,introduction,ORCCAbUiysdw6vo,Introduction,,,
108,6,introduction,ORCCAcn1HvbhEd1,,Introduction,section-solving-one-step-equations.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCApIqQ7k4jFT,Solving One-Step Equations,exercises,ORCCAcsxjciKZrS,,introduction,ORCCAcn1HvbhEd1,Introduction,,,
109,4,section,ORCCAH1XfAtAFqj,section-solving-one-step-inequalities,Solving One-Step Inequalities,section-solving-one-step-inequalities.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAH1XfAtAFqj,Solving One-Step Inequalities,,,,,,,,,
110,5,introduction,ORCCALRVHXjqqPw,,Introduction,section-solving-one-step-inequalities.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAH1XfAtAFqj,Solving One-Step Inequalities,introduction,ORCCALRVHXjqqPw,Introduction,,,,,,
111,5,subsection,ORCCAuzrPbdOm6c,,Solving Linear Inequalities,section-solving-one-step-inequalities.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAH1XfAtAFqj,Solving One-Step Inequalities,subsection,ORCCAuzrPbdOm6c,Solving Linear Inequalities,,,,,,
112,5,subsection,ORCCANEVZvFArLq,,Negation,section-solving-one-step-inequalities.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAH1XfAtAFqj,Solving One-Step Inequalities,subsection,ORCCANEVZvFArLq,Negation,,,,,,
113,5,exercises,ORCCAdS542HZt3l,,,section-solving-one-step-inequalities.ptx,book,ORCCARkvKXFEUIT,Open Resources for Community College Algebra,part,ORCCAKXtbIA6wwK,Linear Equations and Lines,chapter,ORCCAtSPX0Fl70e,"Variables, Expressions, Equations, and Inequalities",section,ORCCAH1XfAtAFqj,Solving One-Step Inequalities,exercises,ORCCAdS542HZt3l,,,,,,,
